Categorie,Naam,Beschrijving
Outdoor jassen,Kjelvik Isa Softshelljas Dames - Maat 50,"Softshell jas Isa is sportieve dames jas gemaakt van een soepele 4-way stretch softshell kwaliteit, welke gebonden is met polarfleece. Deze softshell jas is ademend en waterafstotend. Verder beschikt de jas over twee steekzakken met ritssluiting en verstelbare manchetten."
Outdoor jassen,Cappuccino Italia - Heren Outdoorjas Softshell Zip Jacket Navy - Blauw - Maat S,"Cappuccino Italia Softshell Zip Jacket voor heren. De Softshell Zip Jacket is gemaakt van polyester en elastaan, en heeft een normale pasvorm.  Merk: Cappuccino Italia  Modelnaam: Softshell Zip Jacket  Categorie: heren Softshell Zip Jacket  Materialen: polyester, elastaan  Kleur: navy blauw"
Outdoor jassen,Cappuccino Italia - Heren Outdoorjas Softshell Zip Jacket Grijs - Grijs - Maat M,"Cappuccino Italia Softshell Hood Jacket voor heren. De Softshell Hood Jacket is gemaakt van polyester en elastaan, en heeft een normale pasvorm.Merk: Cappuccino ItaliaModelnaam: Softshell Hood JacketCategorie: heren Softshell Hood JacketMaterialen: polyester, elastaanKleur: grijs"
Outdoor jassen,Kjelvik Sjef Softshelljas Heren - Maat 2XL,"Softshell jas Sjef is een comfortabele jas voor heren gemaakt van een 4-way stretch softshell kwaliteit met een polarfleece binnenzijde. Deze jas is ademend en waterafstotend en is voorzien van een afneembare capuchon, een borstzak en twee steekzakken."
Outdoor jassen,Kjelvik Toos Softshelljas Dames - Maat 38,"Softshell jas Toos is een winddichte en waterafstotende jas voor dames. De stof van deze half lange jas is deels voorzien een honinggraad patroon. De jas heeft een afneembare capuchon, twee steekzakken en verstelbare manchetten."
Outdoortruien,Columbia Sweater Weather II - Fleece Vest Heren Volwassenen - Spruce Apres Stripe - Maat L,"Columbia Sweater Weather II - Trui Heren Volwassenen - Spruce Apres Stripe - Maat L  Stijlvol en warm, dat is deze outdoortrui van Columbia. De trui voelt heerlijk soepel en zacht aan en is goed te combineren met de rest van je outfit. Of je de trui nu binnen draagt tijdens de koudere wintermaanden of als extra laag gebruikt: je loopt er in ieder geval comfortabel en stijlvol bij!  Columbia Sportswear  Bij Columbia zijn we net zo gepassioneerd over het buitenleven als jij. We hebben onze kleding en uitrusting geperfectioneerd, zodat je zorgeloos kunt genieten van de buitenwereld. Of je nou gaat kamperen in de bossen, hiken in de bergen of fietsen door de stad, wij staan voor je klaar!"
Outdoortruien,Columbia Klamath Range II - Trui Heren Volwassenen - Outdoortrui met halve Rits - Fleecetrui - Zwart - Maat XL,"De Columbia Klamath Range II Outdoortrui - Ontdek op een comfortabele manier alle uithoeken van de planeet!Deze veelzijdige Columbia fleece top beschermt u tegen koude temperaturen voor al uw buitenavonturen. Voor extra ventilatie heeft Columbia gedacht aan de halve rits. Het lichte fleece materiaal is ideaal voor de gelaagde look. Het kan ook over de rest van uw kleding worden gedragen om u te beschermen tegen de kou tijdens buitenactiviteiten op koude dagen.Omni-Shade is ontwikkeld door Columbia om zonnebrand en huidbeschadiging te voorkomen. Omni-Shade kledingstukken blokkeren effectief de ultraviolette stralen A en B (UVA en UVB) door de bijzonder strakke stof, UV-absorbers en UV-reflectoren. Dit voorkomt zonnebrand en langdurige huidbeschadiging.Kortom: onze De Columbia Klamath Range II Outdoortrui is de beste keuze voor jouw volgende outdooravontuur! Alles op een rijtje:
 Omni-Shade zonbeschermingsfactor 50 UPF  Microfleece  Staande kraag  Middenlaag met thermosfunctie  Perfect voor buitenactiviteiten op koude dagen  100 % polyester Afmetingen en pasvorm:
 Normale pasvorm  Valt groter uit  Gewicht: 135 g  Ruglengte: 71cm"
Outdoortruien,The North Face Resolve Heren Outdoortrui - Maat L,"Rits je Resolve Fleece dicht en houd de kou buiten op onbeschutte bergpaden. Deze betrouwbare fleece-trui is gemaakt van 100% gerecycled materiaal, wat het een milieuvriendelijke keuze maakt voor al je avonturen. Ritszakken houden kleine waardevolle kun je naar behoefte wel of geen lucht binnen laten. Draag hem in laagjes met een jas voor extra warmte, of draag hem alleen op mildere dagen."
Outdoortruien,The North Face Resolve Heren Outdoortrui - Maat L,"Onze Resolve-fleece met kwartrits is de wandelessential waar geen avonturier zonder zou moeten zitten. Deze fleece is gemaakt van 100% gerecyclede materialen en het is er eentje die je op al je tochten kunt dragen, in de wetenschap een milieuvriendelijke keuze te hebben gemaakt. De handige kwartrits betekent dat je gemakkelijk wat lucht binnen kunt laten zodra je lichaam harder gaat werken op de trail, terwijl het geborduurde The North Face®-logo dit item de finishing touch geeft. Draag hem alleen op warmere dagen, of in laagjes met een andere jas als de temperatuur daalt."
Outdoortruien,REWAGE Hoodie Premium Heavy Kwaliteit - Olijfgroen - XXL,"REWAGE hoodie premium heavy kwaliteit. Dankzij de brede boord en de Regular-Fit pasvorm zitten de REWAGE hoodie’s erg lekker en kan je ze dagelijks met veel plezier en comfort dragen, dus een uitstekende pasvorm die altijd goed valt.De hoodie zit verpakt in één stuk en is volledig gemaakt van fijn gekamde fleece, waardoor de stof heerlijk zacht is. Verkrijgbare maten zijn: S, M, L, XL en XXL.Details:* Dubbel gelaagd capuchon met trekkoord* Dubbel doorgestikt* 2x2 breed rib bij de manchet en onderbordWasadvies:* Wasbaar 30° graden* Niet bleken* Niet chemisch reinigenStrijkadvies:* Strijken op normaal temperatuurSpecificaties:* Merk: REWAGE®* Materiaal: 100% gekamde fleece, 50% combed katoen en 50% polyester* Kwaliteit: 300 gram m²* Weving: 30/s* Geslacht: Heren* Patroon: Effen* Kraag: Ronde hals met capuchon* Mouwlengte: Lange mouwen* Pasvorm: Regular-Fit* Eigenschappen: Vocht regulerend, extra zacht en sterk* Draagcomfort: Huidvriendelijk* Voldoet aan de Oeko-Tex standaard en bevatten géén schadelijke stoffen"
Outdoortruien,The North Face Resolve Heren Outdoortrui - Maat XL,"Rits je Resolve Fleece dicht en houd de kou buiten op onbeschutte bergpaden. Deze betrouwbare fleece-trui is gemaakt van 100% gerecycled materiaal, wat het een milieuvriendelijke keuze maakt voor al je avonturen. Ritszakken houden kleine waardevolle kun je naar behoefte wel of geen lucht binnen laten. Draag hem in laagjes met een jas voor extra warmte, of draag hem alleen op mildere dagen."
Outdoortruien,The North Face Resolve Fleece 1/4 Zip Outdoortrui Heren - Maat L,"Geborduurd logo: Het iconische logo van The North Face staat op de voor- en achterzijde.  Warm en flexibel: De vederlichte stof houdt je warm, en biedt tegelijkertijd voldoende bewegingsvrijheid. Duurzaam: Deze stevige fleece is gemaakt van 100% gerecyclede stof, waardoor het een milieuvriendelijke keuze is voor al je outdooravonturen. Never Stop Exploring: Alle producten van The North Face zijn speciaal ontwikkeld voor de natuur en bieden zowel stijl als kwaliteit. Geborduurd logo: Het iconische logo van The North Face staat op de voor- en achterzijde. Onderhoudsvriendelijk: gewoon in de wasmachine gooien met dezelfde kleuren."
Outdoortruien,Columbia Klamath Range II - Trui Heren Volwassenen - Outdoortrui met halve Rits - Fleecetrui - Zwart - Maat L,"De Columbia Klamath Range II Outdoortrui - Ontdek op een comfortabele manier alle uithoeken van de planeet!Deze veelzijdige Columbia fleece top beschermt u tegen koude temperaturen voor al uw buitenavonturen. Voor extra ventilatie heeft Columbia gedacht aan de halve rits. Het lichte fleece materiaal is ideaal voor de gelaagde look. Het kan ook over de rest van uw kleding worden gedragen om u te beschermen tegen de kou tijdens buitenactiviteiten op koude dagen.Omni-Shade is ontwikkeld door Columbia om zonnebrand en huidbeschadiging te voorkomen. Omni-Shade kledingstukken blokkeren effectief de ultraviolette stralen A en B (UVA en UVB) door de bijzonder strakke stof, UV-absorbers en UV-reflectoren. Dit voorkomt zonnebrand en langdurige huidbeschadiging.Kortom: onze De Columbia Klamath Range II Outdoortrui is de beste keuze voor jouw volgende outdooravontuur! Alles op een rijtje:
 Omni-Shade zonbeschermingsfactor 50 UPF  Microfleece  Staande kraag  Middenlaag met thermosfunctie  Perfect voor buitenactiviteiten op koude dagen  100 % polyester Afmetingen en pasvorm:
 Normale pasvorm  Valt groter uit  Gewicht: 135 g  Ruglengte: 71cm"
Outdoortruien,The North Face W RESOLVE DOWN HOODIE - EU Outdoorjas Vrouwen - Maat L,"De lichte Resolve-donsjas met capuchon en luchtig dons van verantwoorde herkomst houdt je lekker warm. De Responsible Down Standard (RDS) zorgt ervoor dat ons ganzendons ethisch wordt gewonnen, verantwoord wordt geproduceerd en terug te herleiden is. Natuurlijk dons levert de hoogste warmte-gewichtratio van alle soorten isolatie."
Outdoortruien,Columbia Klamath Range II Vest Heren met Rits - Fleece Vest Heren - Outdoorvest - Light Raisin - Maat L,Deze veelzijdige fleecetrui van Columbia beschermt je tijdens al je outdooractiviteiten tegen de kou. Columbia heeft ventileren vergemakkelijkt met de halflange ritssluiting. ● microfleece● 100% polyester
Outdoortruien,Drenthe- Hoodie - Drentse Vlag - SCANIA - Vrachtwagenchauffeur - Truckers - Unisex - Chauffeur - Vrachtwagen (maat XL),"Truckers!!! 
 Ben jij ook zo trots op Drenthe en wil je dit buiten de provincie aan iedereen laten zien en rijd jij in een SCANIA? Dan is dit de ideale hoodie voor jou! Deze hoodie is speciaal ontworpen samen met Drentse truckers en is gemaakt van 50% katoen en 50% polyester en voelt super comfortabel aan. Ook is de bedrukking van hoogwaardige kwaliteit, waardoor wij de garantie kunnen bieden dat deze niet zomaar los zal laten waardoor jij dus nog lang in deze hoodie kan shinen."
Outdoortruien,De Regatta Highton II fleece met volledige rits - heren - stretch - tweekleurig - Zwart,"De Highton Full Zip Fleece II van Regatta is de ideale stijl voor onderweg.

De ritsbare jas voor heren is gemaakt van tweekleurig polyester fleece, wat voor een stijlvolle en zachte buitenlaag zorgt die langdurig meegaat. De panden van rekbare Extol-stof van de herenfleece zorgen voor extra flexibiliteit. De fleece is ideale kleding om te dragen voor trektochten door de heuvels of om de hond in uit te laten op het platteland. Rekbare band bij de kraag, machetten en zoom houdt de warmte binnen en de kou buiten."
Outdoortruien,Witte unisex sweater Classic Fruit of the Loom maat M,"Mooie zachte basic unisex sweater in klassiek ontwerp. De kraag, manchetten en boord zijn in ribboord. 80% katoen en 20% polyester / 280 g/m² / dubbeldraads gestikt bij de armen en kraagrondgebreid voor maximale vormvastheid."
Outdoortruien,Columbia Sweater Weather II - Fleece Vest Heren Volwassenen - Shark Apres Stripe - Maat L,"Columbia Sweater Weather II - Trui Heren Volwassenen - Shark Apres Stripe - Maat L  Stijlvol en warm, dat is deze outdoortrui van Columbia. De trui voelt heerlijk soepel en zacht aan en is goed te combineren met de rest van je outfit. Of je de trui nu binnen draagt tijdens de koudere wintermaanden of als extra laag gebruikt: je loopt er in ieder geval comfortabel en stijlvol bij!  Columbia Sportswear  Bij Columbia zijn we net zo gepassioneerd over het buitenleven als jij. We hebben onze kleding en uitrusting geperfectioneerd, zodat je zorgeloos kunt genieten van de buitenwereld. Of je nou gaat kamperen in de bossen, hiken in de bergen of fietsen door de stad, wij staan voor je klaar!"
Outdoortruien,Comeor Hoodie heren - Donker paars - Dun - XL,"Onze sweatshirt met capuchon voor heren is gemaakt van een aangename dunne stof.
Onze hoodies zijn bijzonder geschikt voor de herfst, lente en zomer. Maar ook in de winter over een shirt of trui. Zeer comfortabel te gebruiken in de winter in kantoren, sportscholen en andere afgesloten ruimtes.
Lange mouw
50% Katoen,50% Polyester
Casual 
Onze hoodies zijn ook comfortabel te gebruiken als trainingspak, maar ook in het dagelijks leven. 
Kangoeroezak voor het opbergen van kleine spullen.
Met onze herentruien bieden we een grote selectie met 8 verschillende kleuropties.
Model: HDH8903
De maten van ons model: Hoogte: 1,86 m. Borst: 99cm. Gewicht: 76 kg en draagt maat M."
Outdoortruien,Hoodie French Terry B&C Collectie maat XXL Zwart,"De comfortabele French Terry hoodie uit de B&C Collectie is perfect geschikt voor alledaags gebruik en is een ideale toevoeging in de kast. Creër zonder moeite een stijlvolle look voor op school, werk of in de vrije tijd.   STIJL & PASVORM  Klassieke basic hoodie, strak en minimalistisch voor elke gelegenheid  Comfortabele pasvorm en lengte voor een mooie look  Zijnaden voor een optimale pasvorm en een mannelijk silhouet  9 maten - XS tot 5XL  Op het binnenrugpand een halvemaanvormig Single Jersey inzetstuk voor eenvoudige branding en personalisatie  Minimalistisch ontwerp geschikt voor de vele toepassing en eisen van de eindgebruiker    STOF  Gemaakt van 80% ringgesponnen katoen / 20% polyester  French Terry binnenkant voor een vlotte look French Terry binnenkant gecombineerd met een zachte buitenkant voor een optimaal comfort  Stevige stof die uiterst zacht aanvoelt  280 gsm    STANDARD 100 by OEKO-TEX®80% voorgekrompen ringgesponnen katoen - 20% polyester"
Outdoortruien,Carhartt Hamilton Fleece Gevoerd Shirt/Jack - D.Brown maat S (valt als M),"Hamilton Fleece Gevoerd Geruit Shirt/Jack - Dark Brown Stripe   Als je in de buitenlucht werkt, is deze met fleece gevoerde flanel gewoon voor jou. Hij is warm, ongelooflijk flexibel en driedubbel gestikt voor de legendarische Carhartt-duurzaamheid.   Rugged Flex® - Vergemakkelijkt bewegen Tweedelige staande kraag Lange Mouw Twee borstzakken, linker borstzak met potloodopening en extra inzetstuk voor meer opbergruimte Zakje in de naad bij de zijnaad Linkerborst binnenzak Knoopsluiting voor Verstelbare mouwboorden met knopen Driedubbel gestikte hoofdnaden   Materiaal:   5.6 oz/yd² - 190 gsm 97% Katoen/3% Elastaan Elastisch flanel Voering: 100% Polyester Stevige polyester fleece   Productonderhoud:   Machinewas 40°C Niet chemisch reinigen Gebruik bleekmiddel zonder chloor wanneer nodig Delicaat droogprogramma Koud strijken Wassen met vergelijkbare kleuren Gebruik geen wasverzachter Mouwboorden niet strijken   Kleur: Dark Brown StripeMaat: S (valt als maat M)"
Outdoortruien,Fjallraven Övik Knit Roller Neck W Dames Outdoortrui - Maat L,"Mooie coltrui van zachte, warme wol."
Outdoortruien,Columbia Klamath Range II - Trui Heren Volwassenen - Outdoortrui met halve Rits - Fleecetrui - Zwart - Maat XXL,"De Columbia Klamath Range II Outdoortrui - Ontdek op een comfortabele manier alle uithoeken van de planeet!Deze veelzijdige Columbia fleece top beschermt u tegen koude temperaturen voor al uw buitenavonturen. Voor extra ventilatie heeft Columbia gedacht aan de halve rits. Het lichte fleece materiaal is ideaal voor de gelaagde look. Het kan ook over de rest van uw kleding worden gedragen om u te beschermen tegen de kou tijdens buitenactiviteiten op koude dagen.Omni-Shade is ontwikkeld door Columbia om zonnebrand en huidbeschadiging te voorkomen. Omni-Shade kledingstukken blokkeren effectief de ultraviolette stralen A en B (UVA en UVB) door de bijzonder strakke stof, UV-absorbers en UV-reflectoren. Dit voorkomt zonnebrand en langdurige huidbeschadiging.Kortom: onze De Columbia Klamath Range II Outdoortrui is de beste keuze voor jouw volgende outdooravontuur! Alles op een rijtje:
 Omni-Shade zonbeschermingsfactor 50 UPF  Microfleece  Staande kraag  Middenlaag met thermosfunctie  Perfect voor buitenactiviteiten op koude dagen  100 % polyester Afmetingen en pasvorm:
 Normale pasvorm  Valt groter uit  Gewicht: 135 g  Ruglengte: 71cm"
